normalizedGenre,title,decade,author,numOfActs,percentNEUTRAL,percentPOSITIVE,percentNEGATIVE,percentSKIP,percentSPEECH
Comedy,Актер,1840,Некрасов,0,46.8619246861925,13.8075313807531,12.5523012552301,25.1046025104603,1.67364016736402
NotStated,Сродство мировых сил,1880,Прутков,0,50,0,12.5,37.5,0
Comedy,Игроки,1840,Гоголь,0,69.0376569037657,8.99581589958159,12.3430962343096,7.94979079497908,1.67364016736402
NotStated,Машенька,1940,Афиногенов,3,66.6496230543442,8.20344400855741,12.2343343704439,10.2352573200749,2.67734124657965
Comedy,"Своя семья, или замужняя невеста",1810,Шаховской,3,61.389778282724,7.24181757671739,11.8875519291239,18.7383231196493,0.742529091785444
Comedy,"Воспитание, или вот приданое",1820,Кокошкин,4,50.6324893339873,7.27866231603875,11.6845471326351,29.3645845364704,1.03971668086854
Comedy,Ссора у мужа с женой,1750,Сумароков,0,63.768115942029,2.89855072463768,11.5942028985507,21.7391304347826,0
Comedy,На всякого мудреца довольно простоты,1860,Островский,5,72.2122530231822,7.2200735434454,11.5126719072331,6.77092297709743,2.28407854904195
Comedy,Чиновник,1850,Соллогуб,0,74.4186046511628,4.26356589147287,11.2403100775194,9.30232558139535,0.775193798449612
Comedy,Расстроенная семья острожками и подозрениями,1780,ЕкатеринаII,4,73.3014368188405,3.31301092526223,11.1700004449689,10.6708645109337,1.54468729999469
NotStated,"Опрометчивый Турка, или: Приятно ли быть внуком?",1860,Прутков,0,77.7777777777778,0,11.1111111111111,11.1111111111111,0
Comedy,Фомушка – бабушкин внучек,1790,Кропотов,5,65.5460784313726,3.47647058823529,11.1029411764706,19.0745098039216,0.8
Comedy,Воевода (Сон на Волге),1860,Островский,5,63.8445937651704,2.81696651445603,11.0726368974377,20.1966582063961,2.06914461653976
NotStated,Борис Годунов,1830,Пушкин,0,64.2369020501139,3.18906605922551,10.9339407744875,20.7289293849658,0.911161731207289
Comedy,Тресотиниус,1750,Сумароков,0,61.4457831325301,6.62650602409639,10.8433734939759,19.8795180722892,1.20481927710843
Comedy,"Где тонко, там и рвётся",1840,Тургенев,0,64.8648648648649,11.2266112266112,10.6029106029106,11.6424116424116,1.66320166320166
NotStated,Балаганчик,1900,Блок,0,59.7402597402597,11.6883116883117,10.3896103896104,18.1818181818182,0
Tragedy,Царь Фёдор Иоаннович,1860,Толстой,5,59.383914160224,2.24865441086276,10.3770601362057,25.7994058526929,2.19096544001476
NotStated,Утро молодого человека,1850,Островский,0,74.2990654205608,5.60747663551402,10.2803738317757,8.41121495327103,1.40186915887851
Comedy,Выбор гувернера,1790,Фонвизин,3,78.1780538302278,4.32712215320911,9.8343685300207,7.66045548654244,0
Comedy,Провинциалка,1850,Тургенев,0,67.5675675675676,10.990990990991,9.72972972972973,11.3513513513514,0.36036036036036
NotStated,Спор древних греческих философов об изящном,1850,Прутков,0,43.75,34.375,9.375,12.5,0
NotStated,Дон-Жуан в Египте,1910,Гумилёв,0,63.1578947368421,11.8421052631579,9.21052631578947,15.7894736842105,0
NotStated,Утро делового человека,1830,Гоголь,0,70.2380952380952,7.14285714285714,7.14285714285714,10.7142857142857,4.76190476190476
NotStated,Из жизни Рюрика,1780,ЕкатеринаII,5,83.0145686079794,6.6570087816656,4.56813287380493,5.76028973655003,0
